ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category
567,2022-07-10,484.0,6.0,23.58251308,60.1292166,6,0,25.97523317,Intermediate,Vegetables
568,2022-04-26,388.0,15.0,28.72904098,46.29412589,1,0,28.63662885,Expert,Dairy
569,2023-08-30,323.0,5.0,16.08694921,48.115002,2,0,22.93891224,Intermediate,Vegetables
570,2022-06-30,207.0,7.0,15.08945701,62.9750194,3,0,45.74924771,Intermediate,Vegetables
571,2022-10-29,251.0,13.0,26.67428792,74.07467539,5,0,32.83746301,Intermediate,Meat
572,2024-04-09,264.0,6.0,29.50532659,58.93586168,1,0,36.53895646,Beginner,Vegetables
573,2024-06-19,133.0,7.0,17.264689,34.10004629,2,0,8.137374163,Expert,Barley
574,2024-02-20,319.0,17.0,13.7249934,58.91204876,1,0,19.04863477,Intermediate,Barley
575,2024-01-10,328.0,15.0,19.38149761,85.86059825,2,1,15.42195611,Expert,Barley
576,2023-06-02,193.0,8.0,18.06319945,70.01199963,4,0,8.191218177,Intermediate,Dairy
577,2023-01-08,136.0,5.0,27.94089465,35.38872926,6,0,40.58109959,Intermediate,Meat
578,2022-02-15,234.0,9.0,30.46964108,31.63050097,1,0,17.70181117,Beginner,Dairy
579,2024-09-04,127.0,16.0,19.47567816,45.2014302,2,0,36.27132709,Expert,Dairy
580,2024-03-13,164.0,5.0,34.7781608,42.80360088,2,0,31.83952796,Expert,Dairy
581,2022-06-21,185.0,13.0,10.52152848,79.77525341,1,0,30.51017583,Intermediate,Meat
582,2023-05-27,185.0,16.0,26.85759516,33.13191774,5,0,11.38974167,Intermediate,Vegetables
583,2022-02-18,266.0,9.0,13.97345708,72.46129958,4,0,39.71804279,Intermediate,Meat
584,2022-07-11,476.0,12.0,22.8498967,38.33227958,0,0,25.04239367,Expert,Meat
585,2024-06-24,334.0,12.0,29.84974291,63.20274097,0,0,42.63870185,Intermediate,Barley
586,2023-05-31,168.0,19.0,15.29956227,35.12048019,2,0,18.78354486,Intermediate,Vegetables
587,2024-01-11,263.0,11.0,23.46739168,53.5094378,3,0,43.20157413,Intermediate,Meat
588,2023-04-26,328.0,5.0,29.21499512,86.63893832,2,1,44.20632323,Intermediate,Barley
589,2024-02-14,140.0,17.0,22.16494156,75.22978203,2,0,42.32233176,Beginner,Dairy
590,2023-12-08,225.0,11.0,23.48890551,55.65010988,4,0,46.68387246,Intermediate,Meat
591,2022-01-27,413.0,6.0,14.34383688,84.21647066,3,0,38.23276453,Intermediate,Dairy
592,2023-03-14,162.0,5.0,29.31556819,54.08673785,1,1,33.62307892,Intermediate,Meat
593,2022-01-23,485.0,19.0,19.34055808,34.1103244,6,0,43.68003786,Intermediate,Meat
594,2022-12-31,319.0,15.0,14.15829019,79.1878683,5,0,33.21357955,Intermediate,Vegetables
595,2022-08-18,153.0,8.0,15.92569643,61.63493525,3,0,40.001506,Intermediate,Dairy
596,2022-02-07,274.0,8.0,26.90130643,43.60382298,0,0,39.53744738,Intermediate,Dairy
597,2023-11-01,173.0,15.0,13.13083926,44.74844636,2,0,25.12404645,Expert,Dairy
598,2022-02-04,287.0,13.0,11.61159056,40.14486422,4,0,9.162519707,Beginner,Dairy
599,2023-01-10,448.0,15.0,34.41813097,32.64971617,1,0,24.61978313,Expert,Grains
600,2023-04-15,223.0,11.0,20.56722783,63.87774306,5,0,15.40759677,Intermediate,Vegetables
601,2022-02-05,370.0,9.0,31.14547634,53.38556325,5,0,40.11565382,Intermediate,Grains
602,2023-11-19,420.0,16.0,26.89955689,89.54653736,6,0,36.76803065,Expert,Dairy
603,2024-01-29,371.0,16.0,13.44557248,75.54413636,0,0,45.06064798,Beginner,Vegetables
604,2024-07-09,487.0,13.0,23.94951847,42.78510052,1,0,40.23501041,Intermediate,Vegetables
605,2024-07-19,221.0,16.0,12.3351993,62.51940449,4,0,40.63710303,Intermediate,Vegetables
606,2023-05-19,291.0,5.0,29.65689892,77.77443573,4,0,40.68783628,Expert,Meat
607,2022-02-06,289.0,10.0,35.11676371,52.7701742,6,0,35.31657801,Beginner,Grains
608,2024-06-14,2830.0,14.0,15.40226133,71.38673095,4,0,27.80086059,Expert,Meat
609,2023-08-03,189.0,10.0,23.13761555,63.67761258,3,0,38.48128612,Intermediate,Meat
610,2022-06-10,330.0,6.0,24.83196621,82.93551337,4,0,24.01952152,Expert,Meat
611,2023-11-12,293.0,7.0,12.37529247,68.12661874,6,0,14.44539333,Intermediate,Meat
612,2022-06-12,242.0,7.0,21.98197321,45.49039525,6,0,5.472213851,Intermediate,Vegetables
613,2023-12-07,138.0,5.0,16.73328246,63.79947852,3,0,35.21327327,Expert,Grains
614,2024-01-27,429.0,7.0,29.5099944,68.43813557,5,0,31.97178468,Intermediate,Meat
615,2024-03-11,388.0,17.0,14.45631167,33.11371797,0,0,14.86067291,Intermediate,Dairy
616,2024-01-25,243.0,19.0,19.63439708,48.6050723,3,0,37.7991412,Intermediate,Meat
617,2024-03-25,382.0,13.0,33.24042307,84.39433264,0,0,32.82308594,Expert,Grains
618,2022-04-22,238.0,18.0,28.92648169,44.05106681,4,0,11.09099457,Beginner,Vegetables
619,2024-06-02,348.0,7.0,34.51292055,88.73745042,6,0,19.77734748,Intermediate,Dairy
620,2022-04-14,164.0,8.0,34.60878519,61.63493525,3,0,5.008393768,Intermediate,Grains
621,2023-02-24,135.0,12.0,15.15465411,54.96728568,4,0,26.832568600000002,Expert,Dairy
622,2024-03-19,440.0,12.0,34.49116788,56.11945329,1,0,22.80999558,Beginner,Meat
623,2023-08-10,295.0,16.0,20.46451554,48.90882235,3,0,38.76173573,Expert,Meat
624,2022-01-12,187.0,13.0,17.74548202,30.22902805,2,0,42.33752898,Expert,Meat
625,2022-04-30,140.0,15.0,10.45919092,54.41831458,5,0,12.31420944,Intermediate,Meat
626,2022-02-23,113.0,11.0,23.17560241,88.9079216,2,0,8.001224663,Intermediate,Meat
627,2022-06-01,278.0,18.0,26.52050296,64.48677326,2,0,13.78387241,Intermediate,Vegetables
628,2023-02-08,372.0,10.0,17.55151255,38.71179077,2,0,33.73199532,Beginner,Grains
629,2022-07-27,414.0,19.0,20.13275458,78.48135779,2,0,33.13984819,Expert,Dairy
630,2023-10-21,221.0,13.0,15.69606044,80.12446985,5,0,41.13415856,Beginner,Grains
631,2024-09-05,177.0,5.0,34.33643475,89.25957554,3,1,5.47480051,Intermediate,Grains
632,2024-05-19,165.0,19.0,13.62412681,74.00920479,6,0,9.562092911,Beginner,Grains
633,2022-02-06,289.0,10.0,34.75370932,52.7701742,6,0,35.31657801,Beginner,Grains
634,2023-03-29,152.0,7.0,27.00329828,50.42224478,2,0,45.64616473,Intermediate,Vegetables
635,2023-10-14,138.0,15.0,30.76336141,43.92238973,5,0,24.80319838,Intermediate,Meat
636,2022-09-11,494.0,10.0,34.66732451,43.70920481,6,0,7.49371498,Intermediate,Dairy
637,2022-10-31,219.0,19.0,18.71434168,49.54938705,0,0,7.662968234,Beginner,Vegetables
638,2024-06-29,348.0,12.0,28.96062545,57.0411885,5,0,7.234767116,Intermediate,Meat
639,2023-07-26,194.0,9.0,14.34381489,33.58298934,2,0,37.97866343,Intermediate,Vegetables
640,2023-09-16,441.0,17.0,30.6283049,89.69888216,5,0,7.764130817,Intermediate,Dairy
641,2024-02-04,447.0,12.0,60.0,37.52138855,6,0,7.453036735,Intermediate,Meat
642,2024-09-19,3380.0,16.0,16.10849852,68.27725576,3,0,26.43450585,Intermediate,Dairy
643,2022-09-20,358.0,19.0,24.61676751,48.79237566,1,0,48.55112319,Intermediate,Grains
644,2023-02-19,405.0,11.0,21.82229914,80.53384478,6,0,6.813002558,Intermediate,Meat
645,2022-05-31,479.0,12.0,22.10996119,82.79176064,1,0,26.832568600000002,Expert,Vegetables
646,2024-04-28,253.0,9.0,16.7034755,44.85060439,6,0,35.61729862,Beginner,Grains
647,2023-10-03,243.0,10.0,10.88927168,79.76349762,1,0,17.76235655,Expert,Grains
648,2024-08-14,155.0,5.0,17.82904987,33.00111461,2,0,35.8328531,Beginner,Grains
649,2023-07-05,483.0,7.0,19.11995548,50.50822233,2,0,35.30959602,Intermediate,Meat
650,2024-05-01,217.0,10.0,11.16251466,31.1877395,2,0,38.2940522,Beginner,Vegetables
651,2023-05-04,157.0,12.0,22.6709608,81.94920991,3,0,33.12408868,Intermediate,Meat
652,2023-12-12,319.0,12.0,12.29677219,55.80617259,1,0,29.83713625,Intermediate,Meat
653,2022-05-28,114.0,18.0,25.63261651,47.07373811,5,0,40.61343877,Intermediate,Grains
654,2022-05-27,306.0,7.0,33.68376157,79.00093053,4,0,19.17546676,Expert,Vegetables
655,2024-02-17,244.0,17.0,10.57332028,61.05577808,5,0,29.91013397,Intermediate,Meat
656,2022-01-03,370.0,14.0,30.75973332,64.63498385,0,0,41.55161544,Beginner,Vegetables
657,2024-05-03,478.0,12.0,24.04982119,41.48566083,4,0,10.35979411,Intermediate,Vegetables
658,2024-08-08,381.0,9.0,22.6762776,62.81255795,3,0,44.08506627,Beginner,Grains
659,2023-10-22,232.0,14.0,34.39977124,77.06525148,6,0,49.13572124,Intermediate,Grains
660,2023-04-09,454.0,12.0,12.21918485,55.34307133,6,0,46.03183829,Beginner,Dairy
661,2022-11-22,167.0,18.0,25.75521871,60.77414497,1,0,8.111910547,Intermediate,Meat
662,2022-07-06,447.0,13.0,25.71912046,68.7657705,2,0,27.65961417,Beginner,Grains
663,2022-05-04,427.0,6.0,29.39511839,66.24430062,2,0,36.41892938,Intermediate,Dairy
664,2024-07-08,459.0,15.0,28.76823767,66.73548905,0,0,26.39236349,Intermediate,Dairy
665,2023-09-01,367.0,9.0,30.2671482,51.25606589,4,0,17.01837534,Expert,Dairy
666,2022-05-24,458.0,12.0,25.32360437,53.80781083,1,0,26.14619174,Intermediate,Meat
667,2024-01-22,153.0,11.0,21.75797635,82.96406284,0,0,17.70655636,Intermediate,Meat
668,2022-01-30,335.0,12.0,14.16106948,33.5456334,6,0,30.76892839,Intermediate,Meat
669,2022-07-17,458.0,17.0,29.82390237,61.79949138,6,0,5.644890764,Intermediate,Dairy
670,2022-10-21,259.0,18.0,31.6152209,62.68965945,4,0,28.48479477,Intermediate,Grains
671,2024-06-15,429.0,5.0,12.43906276,38.63651481,5,0,43.52004837,Intermediate,Meat
672,2023-02-05,226.0,13.0,29.24861751,80.52446624,6,1,38.11630791,Intermediate,Meat
673,2022-05-03,300.0,10.0,18.65041419,32.3859579,1,0,32.89858542,Intermediate,Meat
674,2022-07-03,385.0,14.0,34.01951379,49.26486583,6,0,24.85177485,Intermediate,Meat
675,2022-07-22,324.0,19.0,19.5961788,61.94956197,4,0,40.44839847,Intermediate,Meat
676,2023-03-15,289.0,6.0,16.62238618,39.51744867,2,1,22.92262471,Intermediate,Meat
677,2022-09-04,354.0,6.0,29.54475825,61.86512069,6,0,37.79538,Expert,Meat
678,2024-04-16,100.0,19.0,21.80151085,78.52739907,1,0,13.02872435,Beginner,Vegetables
679,2024-04-04,232.0,18.0,27.65047519,72.37159098,3,0,11.22656904,Intermediate,Meat
680,2024-09-01,155.0,12.0,10.73410398,77.2061702,6,0,38.45458283,Beginner,Grains
681,2024-08-12,313.0,9.0,28.31588087,69.23964554,0,0,28.27442425,Beginner,Vegetables
682,2022-05-10,392.0,16.0,30.61285117,67.35118174,1,0,16.44175542,Intermediate,Grains
683,2023-09-30,151.0,19.0,26.47588836,42.83742232,5,0,42.99416889,Intermediate,Vegetables
684,2023-02-07,485.0,8.0,16.39112495,58.69559305,1,0,10.98176192,Beginner,Grains
685,2024-04-24,447.0,12.0,34.37086632,86.11782591,2,0,26.832568600000002,Intermediate,Dairy
686,2024-04-10,301.0,18.0,10.1757301,37.10954153,2,0,43.49980055,Expert,Vegetables
687,2024-01-06,4730.0,13.0,28.55870126,60.93956435,5,0,14.09672297,Beginner,Vegetables
688,2024-09-08,464.0,13.0,32.95519999,55.64973902,6,0,20.56364861,Expert,Meat
689,2023-10-04,472.0,9.0,22.71448224,73.92735641,2,0,19.68269682,pro,Grains
690,2024-09-10,113.0,15.0,28.98956025,77.98312584,1,1,38.57808373,Intermediate,Meat
691,2024-03-21,162.0,19.0,27.50629899,61.63493525,3,0,41.25209984,Expert,Vegetables
692,2024-05-17,440.0,8.0,22.36202828,88.92297222,4,0,28.95002937,Intermediate,Grains
693,2024-09-15,102.0,8.0,16.35804953,32.10047489,6,0,37.36554886,Intermediate,Meat
694,2023-09-17,496.0,9.0,22.38630259,61.63395965,6,0,15.07660645,Intermediate,Meat
695,2024-06-22,304.0,18.0,18.89933434,57.4813327,5,0,17.95458551,Intermediate,Grains
696,2024-03-30,484.0,5.0,19.42285412,66.95471494,5,0,7.420188388,Expert,Meat
697,2023-01-22,227.0,5.0,12.17597406,73.38896919,6,0,32.21777432,Intermediate,Dairy
698,2022-02-08,150.0,12.0,21.1773098,52.89671639,1,0,26.832568600000002,Beginner,Vegetables
699,2024-03-17,276.0,16.0,15.07340919,75.88314849,6,0,9.775651347,Intermediate,Vegetables
700,2023-05-25,253.0,8.0,23.49331547,74.22579303,3,0,36.75359284,Intermediate,Meat
701,2022-09-25,247.0,19.0,-10.0,52.22381918,6,1,12.62768413,Beginner,Dairy
702,2024-05-31,446.0,5.0,27.09385264,36.18728174,4,0,37.45095608,Intermediate,Dairy
703,2023-03-18,413.0,7.0,20.02969785,73.30329316,5,0,46.46810264,Beginner,Meat
704,2023-05-12,147.0,18.0,15.9763833,63.12416188,4,0,41.92484627,Intermediate,Meat
705,2022-04-23,180.0,10.0,33.81621595,77.20502011,5,0,13.89376493,Expert,Meat
706,2023-11-23,316.0,17.0,26.78637337,80.83630006,3,0,32.91086094,Beginner,Dairy
707,2022-08-21,324.0,15.0,21.05060934,39.93770082,6,0,28.6204994,Intermediate,Meat
708,2024-07-24,269.0,13.0,18.91677435,74.36449379,2,0,29.63830478,Beginner,Grains
709,2023-11-03,329.0,14.0,12.84891587,83.67856785,4,0,34.46264068,Beginner,Vegetables
710,2023-01-09,379.0,15.0,-10.0,30.13905287,0,0,22.31296594,Beginner,Dairy
711,2023-10-26,334.0,13.0,16.5178325,32.76340405,3,0,47.86325554,Intermediate,Dairy
712,2024-06-27,470.0,10.0,31.8033925,52.39558887,3,0,43.3495576,Intermediate,Dairy
713,2022-08-22,484.0,8.0,18.27223407,68.74443061,0,0,25.30369362,Intermediate,Vegetables
714,2022-01-15,4590.0,8.0,19.26109114,69.31694458,5,0,8.944242629,Beginner,Meat
715,2024-04-25,194.0,14.0,19.28017735,81.04081564,3,0,43.31325866,Intermediate,Vegetables
716,2023-11-08,269.0,6.0,13.91596092,87.29081958,2,0,40.69078421,Beginner,Grains
717,2022-11-14,465.0,5.0,32.53439124,74.75160232,0,1,31.50590409,Intermediate,Meat
718,2023-10-11,250.0,7.0,18.87103401,81.25331438,2,0,26.44369119,Beginner,Meat
719,2024-08-23,356.0,12.0,13.06084746,42.92066288,4,0,29.6296108,Beginner,Vegetables
720,2023-12-11,341.0,10.0,27.1324504,38.62886102,0,0,35.99647266,Expert,Meat
721,2022-12-25,103.0,13.0,33.86650075,85.75544388,6,0,33.89389283,Beginner,Dairy
722,2022-09-16,223.0,17.0,15.61752942,42.53184424,4,0,31.08285938,Beginner,Meat
723,2024-01-15,146.0,18.0,30.81701173,33.67985734,0,0,20.42775342,Intermediate,Grains
724,2023-09-20,276.0,15.0,15.67411736,36.53359884,2,0,48.98733162,Beginner,Grains
725,2023-09-25,364.0,12.0,34.70688178,61.63493525,0,0,20.2695276,Intermediate,Meat
726,2022-10-10,243.0,8.0,28.27073687,40.10021736,0,0,37.86095005,Intermediate,Meat
727,2023-01-12,280.0,15.0,23.06202601,67.97437984,3,0,31.53440728,Intermediate,Vegetables
728,2023-01-20,355.0,9.0,32.94381223,36.26424778,4,0,5.65740487,Intermediate,Meat
729,2022-01-27,413.0,6.0,14.41571947,84.21647066,3,0,38.23276453,Intermediate,Dairy
730,2024-05-26,405.0,15.0,14.57538611,86.47634689,6,0,37.03000752,Beginner,Meat
731,2023-04-18,246.0,17.0,17.52132771,70.55086479,1,0,7.865814538,Intermediate,Meat
732,2023-05-21,377.0,9.0,24.16438405,32.1563205,6,0,46.96200156,Intermediate,Grains
733,2023-10-02,466.0,10.0,12.63418835,30.85140296,0,0,37.30697109,Expert,Dairy
734,2022-02-15,234.0,9.0,30.12073213,31.63050097,1,0,17.70181117,Beginner,Dairy
735,2024-03-08,464.0,11.0,14.33700186,81.02829689,4,0,32.86419428,Intermediate,Grains
736,2024-09-26,218.0,7.0,14.78151045,60.0048071,3,0,14.40666668,Intermediate,Meat
737,2024-08-31,226.0,10.0,12.32576216,46.99828575,5,0,45.78050837,Intermediate,Vegetables
738,2023-09-12,161.0,9.0,16.98419285,58.88000259,1,0,11.16594095,pro,Grains
739,2024-08-10,146.0,17.0,10.83459004,72.05205815,5,0,28.24824163,Intermediate,Grains
740,2024-05-14,402.0,8.0,30.69670938,34.32666558,1,0,36.32866026,Beginner,Meat
741,2023-10-08,124.0,8.0,34.26874894,87.17380776,6,0,43.90935596,Intermediate,Dairy
742,2024-07-01,282.0,19.0,10.44864196,65.01341804,0,0,7.83978661,Beginner,Meat
743,2023-07-11,262.0,17.0,28.85633861,69.78044077,1,0,38.58632979,Expert,Dairy
744,2023-11-13,104.0,18.0,19.39982225,35.44330213,0,0,16.74133608,Intermediate,Meat
745,2022-03-27,351.0,10.0,10.44654731,64.40096074,6,0,21.65110359,Intermediate,Dairy
746,2022-08-31,423.0,5.0,19.48396475,77.50321556,2,0,35.62511728,Intermediate,Grains
747,2023-11-30,463.0,16.0,34.45993197,43.72166456,3,0,28.89992734,Intermediate,Grains
748,2024-07-29,232.0,12.0,14.89602031,49.62267865,0,0,32.75207184,Intermediate,Meat
749,2022-06-09,321.0,13.0,28.120664,73.79161853,3,0,26.12833994,pro,Grains
750,2023-06-09,199.0,11.0,24.37908376,84.66412217,4,0,10.95295764,Intermediate,Meat
751,2022-02-05,370.0,9.0,31.31036648,53.38556325,5,0,40.11565382,Intermediate,Grains
752,2023-06-25,246.0,12.0,29.41809076,43.18832093,6,0,22.85397754,Expert,Meat
753,2022-06-20,342.0,15.0,14.0418136,73.05432748,0,0,15.20107934,Intermediate,Meat
754,2023-10-17,141.0,15.0,12.06544159,87.61006708,1,0,10.20012695,Beginner,Grains
755,2024-08-28,279.0,17.0,26.40335045,83.09785849,2,0,28.18873346,pro,Grains
756,2024-07-02,435.0,13.0,13.15634457,61.54537317,1,1,19.60741258,Expert,Meat
757,2022-01-16,251.0,13.0,10.32068192,89.50455703,6,0,7.961529231,Intermediate,Grains
758,2024-01-04,248.0,9.0,26.43900782,51.15615636,3,0,21.2177318,Intermediate,Meat
759,2022-04-06,316.0,17.0,16.18849889,87.34946902,2,0,7.749710043,Intermediate,Meat
760,2023-07-18,164.0,18.0,16.63468523,47.46865487,1,1,26.54171861,Expert,Meat
761,2022-08-29,297.0,12.0,16.31319455,30.40262342,0,0,26.832568600000002,pro,Grains
762,2024-01-13,246.0,6.0,31.20119478,61.92130074,5,0,16.04977817,pro,Grains
763,2024-05-13,354.0,8.0,19.83619616,70.65245673,0,0,16.9286578,Intermediate,Grains
764,2023-07-29,352.0,6.0,28.10793674,89.41253362,5,0,15.43285813,Intermediate,Meat
765,2023-11-22,426.0,5.0,34.81038501,54.93623375,2,0,27.86637734,Intermediate,Meat
766,2023-04-06,471.0,6.0,60.0,64.30854982,3,1,44.20918613,pro,Grains
767,2023-07-08,251.0,12.0,14.79456139,68.51159753,5,0,7.072837866,Intermediate,Vegetables
768,2024-05-07,335.0,15.0,-10.0,82.67906982,1,0,38.66072345,Beginner,Meat
769,2022-07-26,251.0,5.0,29.40000518,84.60807821,1,0,21.8213649,Intermediate,Vegetables
770,2023-01-28,422.0,14.0,25.94963014,61.63493525,5,0,19.9751391,Intermediate,Meat
771,2023-02-02,387.0,11.0,14.36933607,82.13665514,3,0,44.8661298,Beginner,Vegetables
772,2024-02-06,189.0,11.0,20.05817812,89.97263512,1,1,27.46395261,Intermediate,Dairy
773,2022-01-05,171.0,13.0,32.71753273,78.37175286,2,0,34.98205377,Intermediate,Dairy
774,2024-02-08,285.0,16.0,22.75274281,43.22930608,3,0,44.26816485,Intermediate,Grains
775,2023-10-05,168.0,12.0,19.68988079,51.30246339,3,0,5.934111446,Expert,Dairy
776,2023-09-05,378.0,18.0,33.90555477,85.71961722,1,0,47.93190193,Beginner,Meat
777,2024-01-09,351.0,6.0,27.19710275,47.40175162,1,0,29.47879001,Expert,Dairy
778,2023-07-01,379.0,18.0,31.28621594,52.06401905,5,0,23.48191604,Intermediate,Meat
779,2023-12-27,233.0,11.0,14.02120435,47.71450815,2,0,28.2782067,Intermediate,Meat
780,2023-11-15,264.0,6.0,19.71631997,33.4621757,2,0,38.06188566,Intermediate,Grains
781,2022-04-09,479.0,10.0,14.02063673,34.93242382,5,0,10.13629862,Beginner,Vegetables
782,2024-03-15,323.0,18.0,28.49965967,39.4395768,4,1,6.209044432,Intermediate,Vegetables
783,2023-12-29,143.0,9.0,30.29380542,57.60014373,4,0,13.97054703,Intermediate,Grains
784,2023-07-28,485.0,10.0,31.20039713,64.93252559,4,1,37.52530703,Intermediate,Meat
785,2023-02-11,398.0,19.0,26.78561674,42.66674827,5,0,11.19333805,Intermediate,Vegetables
786,2023-05-18,288.0,11.0,14.04410528,68.86279026,3,0,26.47400357,pro,Grains
787,2022-02-17,428.0,5.0,10.025737,37.64723757,3,0,17.50303234,Intermediate,Dairy
788,2022-02-02,158.0,7.0,21.83934721,82.45360345,2,0,24.16719688,Intermediate,Vegetables
789,2024-02-19,311.0,5.0,25.91226628,67.70604285,0,0,24.38862239,Intermediate,Meat
790,2024-04-19,304.0,5.0,11.11487271,48.99297992,4,0,32.63599293,Intermediate,Meat
791,2022-07-20,417.0,11.0,17.09636322,79.20075775,2,1,41.88242989,Intermediate,Meat
792,2022-05-15,134.0,8.0,27.32984852,62.2204493,6,0,11.67621518,Intermediate,Meat
793,2022-01-28,121.0,19.0,29.27135271,43.96578883,4,0,34.99776882,Beginner,Dairy
794,2024-08-04,177.0,9.0,25.33682847,60.76358366,6,0,44.81635762,Intermediate,Meat
795,2022-08-19,442.0,18.0,15.86685096,61.54875593,4,0,42.00526002,Intermediate,Meat
796,2023-05-05,221.0,18.0,13.98260052,58.55806386,4,0,33.72577598,Intermediate,Meat
797,2024-02-12,319.0,5.0,27.57358602,52.84138087,0,0,16.77879951,Intermediate,Meat
798,2023-01-14,198.0,10.0,31.48539483,30.33994887,5,0,42.41933539,Intermediate,Meat
799,2022-10-16,484.0,10.0,34.46578219,40.63025552,6,1,13.7648074,Intermediate,Meat
800,2023-11-06,240.0,7.0,23.01920355,39.22842148,0,0,10.32000854,Intermediate,Dairy
801,2023-01-27,157.0,10.0,10.06460037,62.94782018,4,0,16.96989619,Intermediate,Dairy
802,2023-08-16,376.0,15.0,18.08750987,68.56913489,2,0,35.89312744,Beginner,Meat
803,2023-05-14,336.0,11.0,30.63215271,73.179229,6,0,33.62213041,Intermediate,Meat
804,2022-05-19,356.0,13.0,60.0,80.63547676,3,0,44.14720248,Intermediate,Meat
805,2022-03-04,363.0,11.0,10.78255784,34.10045613,4,0,11.92637794,Expert,Meat
806,2023-04-17,257.0,19.0,10.03091699,80.65492214,0,0,18.77212248,pro,Grains
807,2022-05-09,315.0,14.0,12.06271336,58.37828077,0,0,10.24150324,Beginner,Meat
808,2022-02-10,154.0,15.0,24.68077788,54.76566776,3,0,40.84288339,Intermediate,Vegetables
809,2023-06-05,306.0,19.0,15.59036086,62.62834367,0,0,15.48827654,Intermediate,Meat
810,2022-02-01,148.0,16.0,27.56975997,69.04611285,1,0,41.18430513,Beginner,Meat
811,2022-03-06,305.0,11.0,32.73811277,32.76741386,6,0,29.51475021,Beginner,Meat
812,2024-03-23,441.0,14.0,24.6619773,60.40035894,5,0,48.29459469,Intermediate,Meat
813,2022-01-15,4590.0,8.0,19.41738405,69.31694458,5,0,8.944242629,Beginner,Meat
814,2022-06-06,151.0,9.0,11.01885265,85.76560167,0,0,22.73612211,Intermediate,Meat
815,2022-02-10,154.0,15.0,24.85989648,54.76566776,3,0,40.84288339,Intermediate,Vegetables
816,2023-05-08,389.0,8.0,15.6839325,76.2468371,0,0,48.17624823,Expert,Dairy
817,2023-01-15,287.0,12.0,29.99452739,86.22546171,6,0,12.9796949,Intermediate,Vegetables
818,2024-02-03,221.0,15.0,14.17212795,46.28631466,5,0,31.05343941,Expert,Dairy
819,2022-08-05,367.0,7.0,20.12551998,62.55206211,4,0,44.76041278,Beginner,Grains
820,2024-07-10,283.0,12.0,23.81284037,86.34342576,2,1,26.832568600000002,Beginner,Dairy
821,2024-03-02,402.0,11.0,19.28555005,39.54150022,5,0,25.06799953,Intermediate,Meat
822,2022-02-22,415.0,10.0,31.35524436,80.36765457,1,0,26.33739333,Beginner,Dairy
823,2024-05-28,437.0,13.0,28.00020099,30.68883958,1,0,31.22087659,Intermediate,Vegetables
824,2022-12-04,470.0,8.0,28.9836082,73.54298779,6,1,24.82426219,Expert,Dairy
825,2024-01-19,242.0,6.0,26.95947057,42.21470265,4,1,37.16130539,Expert,Meat
826,2023-12-21,447.0,17.0,12.64826781,45.31854459,3,0,39.16898848,Intermediate,Meat
827,2023-12-26,216.0,5.0,20.84501281,51.86125431,1,0,22.02010319,Beginner,Vegetables
828,2022-10-23,332.0,16.0,12.82774548,64.97906557,6,1,13.15515025,Intermediate,Dairy
829,2023-12-03,190.0,7.0,14.51486495,70.77299563,6,0,36.3452631,Expert,Meat
830,2022-09-09,197.0,5.0,23.49764599,40.04158399,4,0,35.25754158,Intermediate,Grains
831,2023-12-28,157.0,14.0,23.95105813,82.76979424,3,0,23.5898329,Beginner,Meat
832,2023-04-07,449.0,11.0,18.33923874,84.43198929,4,0,40.32876458,Expert,Vegetables
833,2023-04-01,104.0,16.0,14.75812157,85.85324232,5,0,8.708268734,Intermediate,Vegetables
834,2022-09-28,407.0,17.0,24.50280574,56.64766279,2,0,14.35025394,Intermediate,Dairy
835,2024-03-26,276.0,19.0,29.5645485,30.9637119,1,0,35.6302568,Expert,Meat
836,2024-05-12,211.0,11.0,32.05339036,50.00775562,6,0,18.78205492,Intermediate,Dairy
837,2022-09-27,298.0,16.0,34.3274437,58.44038571,1,0,32.78881018,Beginner,Meat
838,2022-01-24,291.0,8.0,14.89176593,75.78931748,0,1,31.6535617,Intermediate,Grains
839,2022-07-21,264.0,19.0,18.97877574,71.69294242,3,0,42.11841954,Expert,Vegetables
840,2022-06-11,336.0,16.0,26.25735465,70.25658028,5,0,49.80370251,Intermediate,Meat
841,2023-07-10,277.0,6.0,22.11503968,64.08555074,0,0,34.73593384,Intermediate,Meat
842,2023-12-31,259.0,14.0,32.03626949,79.60480608,6,0,8.252462641,Expert,Meat
843,2023-02-06,254.0,5.0,23.91592645,44.53387307,0,0,14.37798081,Intermediate,Dairy
844,2023-12-04,301.0,12.0,11.34645517,43.49341301,0,0,46.5832845,Expert,Dairy
845,2023-04-22,374.0,19.0,12.99572505,40.9684342,5,0,8.791491984,Expert,Meat
846,2024-02-11,127.0,12.0,15.63596889,38.97608697,6,0,36.11372259,Intermediate,Vegetables
847,2023-07-20,429.0,14.0,27.29045139,39.13966714,3,0,9.743237868,Intermediate,Grains
848,2023-01-25,322.0,19.0,23.16247985,31.4699069,2,0,18.89610239,Intermediate,Vegetables
849,2022-01-02,448.0,16.0,10.12862927,56.13032726,6,0,29.8900387,Intermediate,Grains
850,2022-02-13,230.0,17.0,30.79673593,31.08000534,6,0,29.7972929,Intermediate,Vegetables
